RecordingTime [ms]	Time of Day [h:m:s:ms]	Trial	Stimulus	Export Start Trial Time [ms]	Export End Trial Time [ms]	Participant	Color	Tracking Ratio [%]	Category Group	Category Binocular	Index Binocular	Pupil Diameter Right [mm]	Pupil Diameter Left [mm]	Annotation Name	Annotation Description	Annotation Tags
1677259.2	13:13:02:865	Trial001	10_listen-2-recording.avi	0.0	641137.4	10_listen	DarkRed	88.3	Eye	Blink	1	0.0	0.0	-	-	-
1677292.4	13:13:02:898	Trial001	10_listen-2-recording.avi	0.0	641137.4	10_listen	DarkRed	88.3	Eye	Blink	1	0.0	3.8	-	-	-
1677325.6	13:13:02:931	Trial001	10_listen-2-recording.avi	0.0	641137.4	10_listen	DarkRed	88.3	Eye	Blink	1	0.0	3.8	-	-	-
1677359.0	13:13:02:965	Trial001	10_listen-2-recording.avi	0.0	641137.4	10_listen	DarkRed	88.3	Eye	Blink	1	0.0	3.8	-	-	-
1677392.1	13:13:02:998	Trial001	10_listen-2-recording.avi	0.0	641137.4	10_listen	DarkRed	88.3	Eye	Blink	1	3.9	3.9	-	-	-
1677425.4	13:13:03:031	Trial001	10_listen-2-recording.avi	0.0	641137.4	10_listen	DarkRed	88.3	Eye	Visual Intake	1	3.9	3.9	-	-	-
1677458.6	13:13:03:064	Trial001	10_listen-2-recording.avi	0.0	641137.4	10_listen	DarkRed	88.3	Eye	Visual Intake	1	3.9	3.9	-	-	-
1677491.8	13:13:03:098	Trial001	10_listen-2-recording.avi	0.0	641137.4	10_listen	DarkRed	88.3	Eye	Visual Intake	1	3.9	3.9	-	-	-
1677525.2	13:13:03:131	Trial001	10_listen-2-recording.avi	0.0	641137.4	10_listen	DarkRed	88.3	Eye	Visual Intake	1	3.9	3.9	-	-	-
1677558.5	13:13:03:164	Trial001	10_listen-2-recording.avi	0.0	641137.4	10_listen	DarkRed	88.3	Eye	Visual Intake	1	3.9	3.9	-	-	-
1677591.7	13:13:03:197	Trial001	10_listen-2-recording.avi	0.0	641137.4	10_listen	DarkRed	88.3	Eye	Visual Intake	1	3.8	3.8	-	-	-
1677624.9	13:13:03:231	Trial001	10_listen-2-recording.avi	0.0	641137.4	10_listen	DarkRed	88.3	Eye	Visual Intake	1	3.9	3.8	-	-	-
1677658.1	13:13:03:264	Trial001	10_listen-2-recording.avi	0.0	641137.4	10_listen	DarkRed	88.3	Eye	Visual Intake	1	3.8	3.7	-	-	-
1677691.3	13:13:03:297	Trial001	10_listen-2-recording.avi	0.0	641137.4	10_listen	DarkRed	88.3	Eye	Saccade	1	3.8	3.7	-	-	-
1677724.6	13:13:03:330	Trial001	10_listen-2-recording.avi	0.0	641137.4	10_listen	DarkRed	88.3	Eye	Saccade	1	3.8	3.7	-	-	-
