RecordingTime [ms]	Time of Day [h:m:s:ms]	Trial	Stimulus	Export Start Trial Time [ms]	Export End Trial Time [ms]	Participant	Color	Tracking Ratio [%]	Category Group	Category Binocular	Index Binocular	Pupil Diameter Right [mm]	Pupil Diameter Left [mm]	Annotation Name	Annotation Description	Annotation Tags
3121656.0	11:56:59:286	Trial001	13_listen-4-recording.avi	0.0	865080.2	13_listen	DarkMagenta	65.1	Eye	-	-	3.2	3.3	-	-	-
3121689.4	11:56:59:319	Trial001	13_listen-4-recording.avi	0.0	865080.2	13_listen	DarkMagenta	65.1	Eye	-	-	3.1	3.2	-	-	-
3121722.7	11:56:59:353	Trial001	13_listen-4-recording.avi	0.0	865080.2	13_listen	DarkMagenta	65.1	Eye	Saccade	1	3.1	3.3	-	-	-
3121755.9	11:56:59:386	Trial001	13_listen-4-recording.avi	0.0	865080.2	13_listen	DarkMagenta	65.1	Eye	Saccade	1	0.0	3.3	-	-	-
3121789.0	11:56:59:419	Trial001	13_listen-4-recording.avi	0.0	865080.2	13_listen	DarkMagenta	65.1	Eye	Visual Intake	1	0.0	3.3	-	-	-
3121822.3	11:56:59:452	Trial001	13_listen-4-recording.avi	0.0	865080.2	13_listen	DarkMagenta	65.1	Eye	Visual Intake	1	0.0	3.3	-	-	-
3121855.5	11:56:59:486	Trial001	13_listen-4-recording.avi	0.0	865080.2	13_listen	DarkMagenta	65.1	Eye	Saccade	2	0.0	3.3	-	-	-
3121888.9	11:56:59:519	Trial001	13_listen-4-recording.avi	0.0	865080.2	13_listen	DarkMagenta	65.1	Eye	Saccade	2	0.0	3.3	-	-	-
3121922.0	11:56:59:552	Trial001	13_listen-4-recording.avi	0.0	865080.2	13_listen	DarkMagenta	65.1	Eye	Saccade	2	0.0	3.3	-	-	-
3121955.4	11:56:59:585	Trial001	13_listen-4-recording.avi	0.0	865080.2	13_listen	DarkMagenta	65.1	Eye	Visual Intake	2	0.0	3.3	-	-	-
3121988.7	11:56:59:619	Trial001	13_listen-4-recording.avi	0.0	865080.2	13_listen	DarkMagenta	65.1	Eye	Visual Intake	2	0.0	3.3	-	-	-
3122021.8	11:56:59:652	Trial001	13_listen-4-recording.avi	0.0	865080.2	13_listen	DarkMagenta	65.1	Eye	-	-	0.0	3.3	-	-	-
3122055.0	11:56:59:685	Trial001	13_listen-4-recording.avi	0.0	865080.2	13_listen	DarkMagenta	65.1	Eye	-	-	0.0	3.3	-	-	-
3122088.3	11:56:59:718	Trial001	13_listen-4-recording.avi	0.0	865080.2	13_listen	DarkMagenta	65.1	Eye	-	-	0.0	0.0	-	-	-
3122121.5	11:56:59:751	Trial001	13_listen-4-recording.avi	0.0	865080.2	13_listen	DarkMagenta	65.1	Eye	-	-	0.0	0.0	-	-	-
3122154.9	11:56:59:785	Trial001	13_listen-4-recording.avi	0.0	865080.2	13_listen	DarkMagenta	65.1	Eye	-	-	0.0	0.0	-	-	-
3122188.2	11:56:59:818	Trial001	13_listen-4-recording.avi	0.0	865080.2	13_listen	DarkMagenta	65.1	Eye	-	-	0.0	0.0	-	-	-
3122221.3	11:56:59:851	Trial001	13_listen-4-recording.avi	0.0	865080.2	13_listen	DarkMagenta	65.1	Eye	-	-	0.0	0.0	-	-	-
3122254.7	11:56:59:885	Trial001	13_listen-4-recording.avi	0.0	865080.2	13_listen	DarkMagenta	65.1	Eye	-	-	0.0	0.0	-	-	-
3122287.9	11:56:59:918	Trial001	13_listen-4-recording.avi	0.0	865080.2	13_listen	DarkMagenta	65.1	Eye	-	-	0.0	0.0	-	-	-
3122321.0	11:56:59:951	Trial001	13_listen-4-recording.avi	0.0	865080.2	13_listen	DarkMagenta	65.1	Eye	-	-	0.0	0.0	-	-	-
3122354.8	11:56:59:985	Trial001	13_listen-4-recording.avi	0.0	865080.2	13_listen	DarkMagenta	65.1	Eye	-	-	0.0	0.0	-	-	-
3122387.7	11:57:00:018	Trial001	13_listen-4-recording.avi	0.0	865080.2	13_listen	DarkMagenta	65.1	Eye	-	-	0.0	0.0	-	-	-
3122420.8	11:57:00:051	Trial001	13_listen-4-recording.avi	0.0	865080.2	13_listen	DarkMagenta	65.1	Eye	-	-	0.0	0.0	-	-	-
3122454.0	11:57:00:084	Trial001	13_listen-4-recording.avi	0.0	865080.2	13_listen	DarkMagenta	65.1	Eye	-	-	0.0	0.0	-	-	-
3122487.4	11:57:00:117	Trial001	13_listen-4-recording.avi	0.0	865080.2	13_listen	DarkMagenta	65.1	Eye	-	-	0.0	0.0	-	-	-
3122520.6	11:57:00:151	Trial001	13_listen-4-recording.avi	0.0	865080.2	13_listen	DarkMagenta	65.1	Eye	-	-	0.0	0.0	-	-	-
3122553.7	11:57:00:184	Trial001	13_listen-4-recording.avi	0.0	865080.2	13_listen	DarkMagenta	65.1	Eye	-	-	0.0	0.0	-	-	-
3122587.0	11:57:00:217	Trial001	13_listen-4-recording.avi	0.0	865080.2	13_listen	DarkMagenta	65.1	Eye	-	-	0.0	0.0	-	-	-
3122620.3	11:57:00:250	Trial001	13_listen-4-recording.avi	0.0	865080.2	13_listen	DarkMagenta	65.1	Eye	-	-	0.0	0.0	-	-	-
3122653.5	11:57:00:283	Trial001	13_listen-4-recording.avi	0.0	865080.2	13_listen	DarkMagenta	65.1	Eye	-	-	0.0	3.4	-	-	-
3122686.7	11:57:00:317	Trial001	13_listen-4-recording.avi	0.0	865080.2	13_listen	DarkMagenta	65.1	Eye	Visual Intake	3	3.6	3.7	-	-	-
3122720.2	11:57:00:350	Trial001	13_listen-4-recording.avi	0.0	865080.2	13_listen	DarkMagenta	65.1	Eye	Visual Intake	3	3.5	3.6	-	-	-
3122753.3	11:57:00:383	Trial001	13_listen-4-recording.avi	0.0	865080.2	13_listen	DarkMagenta	65.1	Eye	Visual Intake	3	3.7	3.7	-	-	-
3122786.6	11:57:00:417	Trial001	13_listen-4-recording.avi	0.0	865080.2	13_listen	DarkMagenta	65.1	Eye	Visual Intake	3	3.6	3.8	-	-	-
3122819.8	11:57:00:450	Trial001	13_listen-4-recording.avi	0.0	865080.2	13_listen	DarkMagenta	65.1	Eye	Visual Intake	3	3.6	3.8	-	-	-
3122853.0	11:57:00:483	Trial001	13_listen-4-recording.avi	0.0	865080.2	13_listen	DarkMagenta	65.1	Eye	Visual Intake	3	3.8	3.9	-	-	-
3122886.3	11:57:00:516	Trial001	13_listen-4-recording.avi	0.0	865080.2	13_listen	DarkMagenta	65.1	Eye	Visual Intake	3	3.8	3.9	-	-	-
3122919.5	11:57:00:549	Trial001	13_listen-4-recording.avi	0.0	865080.2	13_listen	DarkMagenta	65.1	Eye	Visual Intake	3	3.7	3.8	-	-	-
3122952.7	11:57:00:583	Trial001	13_listen-4-recording.avi	0.0	865080.2	13_listen	DarkMagenta	65.1	Eye	Visual Intake	3	3.6	3.8	-	-	-
