RecordingTime [ms]	Time of Day [h:m:s:ms]	Trial	Stimulus	Export Start Trial Time [ms]	Export End Trial Time [ms]	Participant	Color	Tracking Ratio [%]	Category Group	Category Binocular	Index Binocular	Pupil Diameter Right [mm]	Pupil Diameter Left [mm]	Annotation Name	Annotation Description	Annotation Tags
2027561.5	20:38:47:000	Trial001	11_listen-2-recording.avi	0.0	722210.1	11_listen	DarkGreen	94.9	Eye	Visual Intake	1	3.8	3.7	-	-	-
2027594.6	20:38:47:033	Trial001	11_listen-2-recording.avi	0.0	722210.1	11_listen	DarkGreen	94.9	Eye	Visual Intake	1	3.8	3.7	-	-	-
2027627.9	20:38:47:066	Trial001	11_listen-2-recording.avi	0.0	722210.1	11_listen	DarkGreen	94.9	Eye	Saccade	1	3.8	3.7	-	-	-
2027661.1	20:38:47:100	Trial001	11_listen-2-recording.avi	0.0	722210.1	11_listen	DarkGreen	94.9	Eye	Saccade	1	3.8	3.7	-	-	-
2027694.5	20:38:47:133	Trial001	11_listen-2-recording.avi	0.0	722210.1	11_listen	DarkGreen	94.9	Eye	Saccade	1	3.8	3.7	-	-	-
2027727.6	20:38:47:166	Trial001	11_listen-2-recording.avi	0.0	722210.1	11_listen	DarkGreen	94.9	Eye	Visual Intake	2	3.7	3.7	-	-	-
2027760.8	20:38:47:199	Trial001	11_listen-2-recording.avi	0.0	722210.1	11_listen	DarkGreen	94.9	Eye	Visual Intake	2	3.7	3.7	-	-	-
2027794.2	20:38:47:233	Trial001	11_listen-2-recording.avi	0.0	722210.1	11_listen	DarkGreen	94.9	Eye	Visual Intake	2	3.7	3.7	-	-	-
2027827.5	20:38:47:266	Trial001	11_listen-2-recording.avi	0.0	722210.1	11_listen	DarkGreen	94.9	Eye	Visual Intake	2	3.7	3.7	-	-	-
2027860.6	20:38:47:299	Trial001	11_listen-2-recording.avi	0.0	722210.1	11_listen	DarkGreen	94.9	Eye	Visual Intake	2	3.7	3.7	-	-	-
2027893.8	20:38:47:332	Trial001	11_listen-2-recording.avi	0.0	722210.1	11_listen	DarkGreen	94.9	Eye	Visual Intake	2	3.7	3.7	-	-	-
2027927.1	20:38:47:366	Trial001	11_listen-2-recording.avi	0.0	722210.1	11_listen	DarkGreen	94.9	Eye	Visual Intake	2	3.7	3.7	-	-	-
2027960.3	20:38:47:399	Trial001	11_listen-2-recording.avi	0.0	722210.1	11_listen	DarkGreen	94.9	Eye	Visual Intake	2	3.7	3.7	-	-	-
2027993.7	20:38:47:432	Trial001	11_listen-2-recording.avi	0.0	722210.1	11_listen	DarkGreen	94.9	Eye	Visual Intake	2	3.7	3.7	-	-	-
2028026.9	20:38:47:465	Trial001	11_listen-2-recording.avi	0.0	722210.1	11_listen	DarkGreen	94.9	Eye	Visual Intake	2	3.7	3.7	-	-	-
2028060.1	20:38:47:499	Trial001	11_listen-2-recording.avi	0.0	722210.1	11_listen	DarkGreen	94.9	Eye	Visual Intake	2	3.7	3.7	-	-	-
2028093.5	20:38:47:532	Trial001	11_listen-2-recording.avi	0.0	722210.1	11_listen	DarkGreen	94.9	Eye	Visual Intake	2	3.7	3.7	-	-	-
2028126.6	20:38:47:565	Trial001	11_listen-2-recording.avi	0.0	722210.1	11_listen	DarkGreen	94.9	Eye	Visual Intake	2	3.7	3.7	-	-	-
2028159.8	20:38:47:598	Trial001	11_listen-2-recording.avi	0.0	722210.1	11_listen	DarkGreen	94.9	Eye	Visual Intake	2	3.7	3.7	-	-	-
2028193.1	20:38:47:632	Trial001	11_listen-2-recording.avi	0.0	722210.1	11_listen	DarkGreen	94.9	Eye	Visual Intake	2	3.7	3.7	-	-	-
2028226.4	20:38:47:665	Trial001	11_listen-2-recording.avi	0.0	722210.1	11_listen	DarkGreen	94.9	Eye	Saccade	2	3.7	3.7	-	-	-
2028259.6	20:38:47:698	Trial001	11_listen-2-recording.avi	0.0	722210.1	11_listen	DarkGreen	94.9	Eye	Saccade	2	3.7	3.6	-	-	-
2028292.9	20:38:47:731	Trial001	11_listen-2-recording.avi	0.0	722210.1	11_listen	DarkGreen	94.9	Eye	Visual Intake	3	3.7	3.7	-	-	-
2028326.1	20:38:47:765	Trial001	11_listen-2-recording.avi	0.0	722210.1	11_listen	DarkGreen	94.9	Eye	Visual Intake	3	3.8	3.7	-	-	-
2028359.3	20:38:47:798	Trial001	11_listen-2-recording.avi	0.0	722210.1	11_listen	DarkGreen	94.9	Eye	Saccade	3	3.8	3.7	-	-	-
2028392.6	20:38:47:831	Trial001	11_listen-2-recording.avi	0.0	722210.1	11_listen	DarkGreen	94.9	Eye	Saccade	3	3.8	3.7	-	-	-
2028425.9	20:38:47:864	Trial001	11_listen-2-recording.avi	0.0	722210.1	11_listen	DarkGreen	94.9	Eye	Saccade	3	3.8	3.7	-	-	-
2028459.1	20:38:47:898	Trial001	11_listen-2-recording.avi	0.0	722210.1	11_listen	DarkGreen	94.9	Eye	Visual Intake	4	3.8	3.7	-	-	-
2028492.3	20:38:47:931	Trial001	11_listen-2-recording.avi	0.0	722210.1	11_listen	DarkGreen	94.9	Eye	Visual Intake	4	3.8	3.7	-	-	-
2028525.7	20:38:47:964	Trial001	11_listen-2-recording.avi	0.0	722210.1	11_listen	DarkGreen	94.9	Eye	Visual Intake	4	3.8	3.7	-	-	-
2028558.9	20:38:47:997	Trial001	11_listen-2-recording.avi	0.0	722210.1	11_listen	DarkGreen	94.9	Eye	Visual Intake	4	3.8	3.7	-	-	-
2028592.2	20:38:48:031	Trial001	11_listen-2-recording.avi	0.0	722210.1	11_listen	DarkGreen	94.9	Eye	Visual Intake	4	3.8	3.7	-	-	-
2028625.4	20:38:48:064	Trial001	11_listen-2-recording.avi	0.0	722210.1	11_listen	DarkGreen	94.9	Eye	Visual Intake	4	3.8	3.7	-	-	-
2028658.6	20:38:48:097	Trial001	11_listen-2-recording.avi	0.0	722210.1	11_listen	DarkGreen	94.9	Eye	Visual Intake	4	3.8	3.8	-	-	-
2028692.0	20:38:48:130	Trial001	11_listen-2-recording.avi	0.0	722210.1	11_listen	DarkGreen	94.9	Eye	Visual Intake	4	3.8	3.8	-	-	-
2028725.3	20:38:48:164	Trial001	11_listen-2-recording.avi	0.0	722210.1	11_listen	DarkGreen	94.9	Eye	Visual Intake	4	3.8	3.8	-	-	-
2028758.4	20:38:48:197	Trial001	11_listen-2-recording.avi	0.0	722210.1	11_listen	DarkGreen	94.9	Eye	Visual Intake	4	3.8	3.8	-	-	-
2028791.8	20:38:48:230	Trial001	11_listen-2-recording.avi	0.0	722210.1	11_listen	DarkGreen	94.9	Eye	Visual Intake	4	3.9	3.8	-	-	-
2028824.9	20:38:48:263	Trial001	11_listen-2-recording.avi	0.0	722210.1	11_listen	DarkGreen	94.9	Eye	Visual Intake	4	3.8	3.8	-	-	-
2028858.3	20:38:48:297	Trial001	11_listen-2-recording.avi	0.0	722210.1	11_listen	DarkGreen	94.9	Eye	Visual Intake	4	3.9	3.8	-	-	-
2028891.4	20:38:48:330	Trial001	11_listen-2-recording.avi	0.0	722210.1	11_listen	DarkGreen	94.9	Eye	Visual Intake	4	3.8	3.8	-	-	-
2028924.6	20:38:48:363	Trial001	11_listen-2-recording.avi	0.0	722210.1	11_listen	DarkGreen	94.9	Eye	Visual Intake	4	3.8	3.8	-	-	-
2028957.9	20:38:48:396	Trial001	11_listen-2-recording.avi	0.0	722210.1	11_listen	DarkGreen	94.9	Eye	Visual Intake	4	3.9	3.8	-	-	-
2028991.1	20:38:48:430	Trial001	11_listen-2-recording.avi	0.0	722210.1	11_listen	DarkGreen	94.9	Eye	Visual Intake	4	3.8	3.8	-	-	-
2029024.4	20:38:48:463	Trial001	11_listen-2-recording.avi	0.0	722210.1	11_listen	DarkGreen	94.9	Eye	Visual Intake	4	3.8	3.8	-	-	-
2029057.7	20:38:48:496	Trial001	11_listen-2-recording.avi	0.0	722210.1	11_listen	DarkGreen	94.9	Eye	Visual Intake	4	3.9	3.8	-	-	-
2029091.0	20:38:48:530	Trial001	11_listen-2-recording.avi	0.0	722210.1	11_listen	DarkGreen	94.9	Eye	Visual Intake	4	3.8	3.8	-	-	-
2029124.1	20:38:48:563	Trial001	11_listen-2-recording.avi	0.0	722210.1	11_listen	DarkGreen	94.9	Eye	Visual Intake	4	3.8	3.8	-	-	-
2029157.5	20:38:48:596	Trial001	11_listen-2-recording.avi	0.0	722210.1	11_listen	DarkGreen	94.9	Eye	Visual Intake	4	3.8	3.8	-	-	-
2029190.8	20:38:48:629	Trial001	11_listen-2-recording.avi	0.0	722210.1	11_listen	DarkGreen	94.9	Eye	Visual Intake	4	3.9	3.8	-	-	-
2029224.0	20:38:48:663	Trial001	11_listen-2-recording.avi	0.0	722210.1	11_listen	DarkGreen	94.9	Eye	Visual Intake	4	3.8	3.8	-	-	-
2029257.2	20:38:48:696	Trial001	11_listen-2-recording.avi	0.0	722210.1	11_listen	DarkGreen	94.9	Eye	Visual Intake	4	3.9	3.8	-	-	-
2029290.6	20:38:48:729	Trial001	11_listen-2-recording.avi	0.0	722210.1	11_listen	DarkGreen	94.9	Eye	Visual Intake	4	3.8	3.8	-	-	-
2029323.6	20:38:48:762	Trial001	11_listen-2-recording.avi	0.0	722210.1	11_listen	DarkGreen	94.9	Eye	Visual Intake	4	3.9	3.8	-	-	-
2029356.9	20:38:48:795	Trial001	11_listen-2-recording.avi	0.0	722210.1	11_listen	DarkGreen	94.9	Eye	Visual Intake	4	3.8	3.8	-	-	-
2029390.2	20:38:48:829	Trial001	11_listen-2-recording.avi	0.0	722210.1	11_listen	DarkGreen	94.9	Eye	Visual Intake	4	3.8	3.8	-	-	-
2029423.4	20:38:48:862	Trial001	11_listen-2-recording.avi	0.0	722210.1	11_listen	DarkGreen	94.9	Eye	Visual Intake	4	3.9	3.7	-	-	-
2029456.7	20:38:48:895	Trial001	11_listen-2-recording.avi	0.0	722210.1	11_listen	DarkGreen	94.9	Eye	Visual Intake	4	3.8	3.8	-	-	-
2029489.9	20:38:48:928	Trial001	11_listen-2-recording.avi	0.0	722210.1	11_listen	DarkGreen	94.9	Eye	Visual Intake	4	3.8	3.8	-	-	-
2029523.1	20:38:48:962	Trial001	11_listen-2-recording.avi	0.0	722210.1	11_listen	DarkGreen	94.9	Eye	Visual Intake	4	3.8	3.8	-	-	-
2029556.6	20:38:48:995	Trial001	11_listen-2-recording.avi	0.0	722210.1	11_listen	DarkGreen	94.9	Eye	Visual Intake	4	3.9	3.8	-	-	-
2029589.8	20:38:49:028	Trial001	11_listen-2-recording.avi	0.0	722210.1	11_listen	DarkGreen	94.9	Eye	Visual Intake	4	3.9	3.8	-	-	-
2029623.0	20:38:49:062	Trial001	11_listen-2-recording.avi	0.0	722210.1	11_listen	DarkGreen	94.9	Eye	Visual Intake	4	3.9	3.8	-	-	-
2029656.1	20:38:49:095	Trial001	11_listen-2-recording.avi	0.0	722210.1	11_listen	DarkGreen	94.9	Eye	Visual Intake	4	3.9	3.8	-	-	-
2029689.4	20:38:49:128	Trial001	11_listen-2-recording.avi	0.0	722210.1	11_listen	DarkGreen	94.9	Eye	Visual Intake	4	3.8	3.8	-	-	-
2029722.7	20:38:49:161	Trial001	11_listen-2-recording.avi	0.0	722210.1	11_listen	DarkGreen	94.9	Eye	Visual Intake	4	3.8	3.8	-	-	-
2029755.9	20:38:49:194	Trial001	11_listen-2-recording.avi	0.0	722210.1	11_listen	DarkGreen	94.9	Eye	Visual Intake	4	3.8	3.7	-	-	-
2029789.3	20:38:49:228	Trial001	11_listen-2-recording.avi	0.0	722210.1	11_listen	DarkGreen	94.9	Eye	Visual Intake	4	3.8	3.7	-	-	-
2029822.4	20:38:49:261	Trial001	11_listen-2-recording.avi	0.0	722210.1	11_listen	DarkGreen	94.9	Eye	Visual Intake	4	3.8	3.7	-	-	-
2029855.8	20:38:49:294	Trial001	11_listen-2-recording.avi	0.0	722210.1	11_listen	DarkGreen	94.9	Eye	Visual Intake	4	3.8	3.7	-	-	-
2029889.0	20:38:49:328	Trial001	11_listen-2-recording.avi	0.0	722210.1	11_listen	DarkGreen	94.9	Eye	Visual Intake	4	3.8	3.7	-	-	-
2029922.2	20:38:49:361	Trial001	11_listen-2-recording.avi	0.0	722210.1	11_listen	DarkGreen	94.9	Eye	Visual Intake	4	3.8	3.7	-	-	-
2029955.4	20:38:49:394	Trial001	11_listen-2-recording.avi	0.0	722210.1	11_listen	DarkGreen	94.9	Eye	Visual Intake	4	3.8	3.7	-	-	-
