RecordingTime [ms]	Time of Day [h:m:s:ms]	Trial	Stimulus	Export Start Trial Time [ms]	Export End Trial Time [ms]	Participant	Color	Tracking Ratio [%]	Category Group	Category Binocular	Index Binocular	Pupil Diameter Right [mm]	Pupil Diameter Left [mm]	Annotation Name	Annotation Description	Annotation Tags
25384656.7	16:56:11:805	Trial001	9_listen-2-recording.avi	0.0	677375.6	9_listen	DarkMagenta	96.7	Eye	Blink	1	0.0	0.0	-	-	-
25384689.9	16:56:11:838	Trial001	9_listen-2-recording.avi	0.0	677375.6	9_listen	DarkMagenta	96.7	Eye	Blink	1	0.0	0.0	-	-	-
25384723.2	16:56:11:871	Trial001	9_listen-2-recording.avi	0.0	677375.6	9_listen	DarkMagenta	96.7	Eye	Blink	1	3.7	4.2	-	-	-
25384756.4	16:56:11:905	Trial001	9_listen-2-recording.avi	0.0	677375.6	9_listen	DarkMagenta	96.7	Eye	Blink	1	4.1	4.1	-	-	-
25384789.7	16:56:11:938	Trial001	9_listen-2-recording.avi	0.0	677375.6	9_listen	DarkMagenta	96.7	Eye	Blink	1	4.0	4.1	-	-	-
25384823.1	16:56:11:971	Trial001	9_listen-2-recording.avi	0.0	677375.6	9_listen	DarkMagenta	96.7	Eye	Blink	1	4.0	4.0	-	-	-
25384856.3	16:56:12:005	Trial001	9_listen-2-recording.avi	0.0	677375.6	9_listen	DarkMagenta	96.7	Eye	Visual Intake	1	4.0	4.0	-	-	-
25384889.4	16:56:12:038	Trial001	9_listen-2-recording.avi	0.0	677375.6	9_listen	DarkMagenta	96.7	Eye	Visual Intake	1	4.0	4.0	-	-	-
25384922.7	16:56:12:071	Trial001	9_listen-2-recording.avi	0.0	677375.6	9_listen	DarkMagenta	96.7	Eye	Visual Intake	1	4.0	4.0	-	-	-
25384955.9	16:56:12:104	Trial001	9_listen-2-recording.avi	0.0	677375.6	9_listen	DarkMagenta	96.7	Eye	Visual Intake	1	4.0	4.0	-	-	-
25384989.3	16:56:12:138	Trial001	9_listen-2-recording.avi	0.0	677375.6	9_listen	DarkMagenta	96.7	Eye	Visual Intake	1	4.0	4.0	-	-	-
25385022.4	16:56:12:171	Trial001	9_listen-2-recording.avi	0.0	677375.6	9_listen	DarkMagenta	96.7	Eye	Visual Intake	1	4.0	4.0	-	-	-
25385055.8	16:56:12:204	Trial001	9_listen-2-recording.avi	0.0	677375.6	9_listen	DarkMagenta	96.7	Eye	Visual Intake	1	4.0	4.0	-	-	-
25385089.0	16:56:12:237	Trial001	9_listen-2-recording.avi	0.0	677375.6	9_listen	DarkMagenta	96.7	Eye	Saccade	1	4.0	4.0	-	-	-
25385122.2	16:56:12:271	Trial001	9_listen-2-recording.avi	0.0	677375.6	9_listen	DarkMagenta	96.7	Eye	Saccade	1	3.9	4.0	-	-	-
25385155.4	16:56:12:304	Trial001	9_listen-2-recording.avi	0.0	677375.6	9_listen	DarkMagenta	96.7	Eye	Visual Intake	2	4.0	4.0	-	-	-
25385188.7	16:56:12:337	Trial001	9_listen-2-recording.avi	0.0	677375.6	9_listen	DarkMagenta	96.7	Eye	Visual Intake	2	4.0	4.0	-	-	-
25385222.0	16:56:12:370	Trial001	9_listen-2-recording.avi	0.0	677375.6	9_listen	DarkMagenta	96.7	Eye	Visual Intake	2	3.9	4.0	-	-	-
25385255.2	16:56:12:403	Trial001	9_listen-2-recording.avi	0.0	677375.6	9_listen	DarkMagenta	96.7	Eye	Saccade	2	4.0	4.0	-	-	-
25385288.5	16:56:12:437	Trial001	9_listen-2-recording.avi	0.0	677375.6	9_listen	DarkMagenta	96.7	Eye	Saccade	2	4.0	3.9	-	-	-
25385321.7	16:56:12:470	Trial001	9_listen-2-recording.avi	0.0	677375.6	9_listen	DarkMagenta	96.7	Eye	Visual Intake	3	4.0	4.0	-	-	-
25385354.9	16:56:12:503	Trial001	9_listen-2-recording.avi	0.0	677375.6	9_listen	DarkMagenta	96.7	Eye	Visual Intake	3	4.0	4.0	-	-	-
25385388.2	16:56:12:537	Trial001	9_listen-2-recording.avi	0.0	677375.6	9_listen	DarkMagenta	96.7	Eye	Visual Intake	3	4.0	4.0	-	-	-
25385421.5	16:56:12:570	Trial001	9_listen-2-recording.avi	0.0	677375.6	9_listen	DarkMagenta	96.7	Eye	Visual Intake	3	4.0	4.0	-	-	-
25385454.7	16:56:12:603	Trial001	9_listen-2-recording.avi	0.0	677375.6	9_listen	DarkMagenta	96.7	Eye	Visual Intake	3	4.0	3.9	-	-	-
25385488.0	16:56:12:636	Trial001	9_listen-2-recording.avi	0.0	677375.6	9_listen	DarkMagenta	96.7	Eye	Visual Intake	3	4.0	3.9	-	-	-
25385521.2	16:56:12:670	Trial001	9_listen-2-recording.avi	0.0	677375.6	9_listen	DarkMagenta	96.7	Eye	Visual Intake	3	4.0	4.0	-	-	-
25385554.4	16:56:12:703	Trial001	9_listen-2-recording.avi	0.0	677375.6	9_listen	DarkMagenta	96.7	Eye	Visual Intake	3	4.0	4.0	-	-	-
25385587.8	16:56:12:736	Trial001	9_listen-2-recording.avi	0.0	677375.6	9_listen	DarkMagenta	96.7	Eye	Visual Intake	3	4.0	3.9	-	-	-
25385621.0	16:56:12:769	Trial001	9_listen-2-recording.avi	0.0	677375.6	9_listen	DarkMagenta	96.7	Eye	Visual Intake	3	4.0	3.9	-	-	-
25385654.2	16:56:12:802	Trial001	9_listen-2-recording.avi	0.0	677375.6	9_listen	DarkMagenta	96.7	Eye	Saccade	3	4.0	3.9	-	-	-
25385687.5	16:56:12:836	Trial001	9_listen-2-recording.avi	0.0	677375.6	9_listen	DarkMagenta	96.7	Eye	Saccade	3	0.0	3.9	-	-	-
25385720.8	16:56:12:869	Trial001	9_listen-2-recording.avi	0.0	677375.6	9_listen	DarkMagenta	96.7	Eye	Visual Intake	4	0.0	3.9	-	-	-
25385754.0	16:56:12:902	Trial001	9_listen-2-recording.avi	0.0	677375.6	9_listen	DarkMagenta	96.7	Eye	Visual Intake	4	0.0	3.9	-	-	-
25385787.2	16:56:12:935	Trial001	9_listen-2-recording.avi	0.0	677375.6	9_listen	DarkMagenta	96.7	Eye	Visual Intake	4	0.0	3.9	-	-	-
25385820.6	16:56:12:969	Trial001	9_listen-2-recording.avi	0.0	677375.6	9_listen	DarkMagenta	96.7	Eye	Visual Intake	4	4.0	3.9	-	-	-
25385853.6	16:56:13:002	Trial001	9_listen-2-recording.avi	0.0	677375.6	9_listen	DarkMagenta	96.7	Eye	Visual Intake	4	0.0	3.9	-	-	-
25385887.0	16:56:13:035	Trial001	9_listen-2-recording.avi	0.0	677375.6	9_listen	DarkMagenta	96.7	Eye	Visual Intake	4	0.0	3.9	-	-	-
25385920.2	16:56:13:068	Trial001	9_listen-2-recording.avi	0.0	677375.6	9_listen	DarkMagenta	96.7	Eye	Visual Intake	4	0.0	3.9	-	-	-
25385953.5	16:56:13:102	Trial001	9_listen-2-recording.avi	0.0	677375.6	9_listen	DarkMagenta	96.7	Eye	Visual Intake	4	0.0	3.9	-	-	-
25385986.8	16:56:13:135	Trial001	9_listen-2-recording.avi	0.0	677375.6	9_listen	DarkMagenta	96.7	Eye	Visual Intake	4	0.0	3.9	-	-	-
25386019.9	16:56:13:168	Trial001	9_listen-2-recording.avi	0.0	677375.6	9_listen	DarkMagenta	96.7	Eye	Visual Intake	4	0.0	3.9	-	-	-
25386053.2	16:56:13:202	Trial001	9_listen-2-recording.avi	0.0	677375.6	9_listen	DarkMagenta	96.7	Eye	Saccade	4	0.0	3.9	-	-	-
25386086.4	16:56:13:235	Trial001	9_listen-2-recording.avi	0.0	677375.6	9_listen	DarkMagenta	96.7	Eye	Saccade	4	0.0	3.9	-	-	-
25386119.9	16:56:13:268	Trial001	9_listen-2-recording.avi	0.0	677375.6	9_listen	DarkMagenta	96.7	Eye	Visual Intake	5	0.0	3.9	-	-	-
25386153.0	16:56:13:301	Trial001	9_listen-2-recording.avi	0.0	677375.6	9_listen	DarkMagenta	96.7	Eye	Visual Intake	5	0.0	3.9	-	-	-
25386186.3	16:56:13:335	Trial001	9_listen-2-recording.avi	0.0	677375.6	9_listen	DarkMagenta	96.7	Eye	Visual Intake	5	0.0	3.8	-	-	-
25386219.6	16:56:13:368	Trial001	9_listen-2-recording.avi	0.0	677375.6	9_listen	DarkMagenta	96.7	Eye	Saccade	5	0.0	3.9	-	-	-
25386252.8	16:56:13:401	Trial001	9_listen-2-recording.avi	0.0	677375.6	9_listen	DarkMagenta	96.7	Eye	Saccade	5	0.0	3.8	-	-	-
25386286.0	16:56:13:434	Trial001	9_listen-2-recording.avi	0.0	677375.6	9_listen	DarkMagenta	96.7	Eye	Visual Intake	6	0.0	3.9	-	-	-
25386319.4	16:56:13:468	Trial001	9_listen-2-recording.avi	0.0	677375.6	9_listen	DarkMagenta	96.7	Eye	Visual Intake	6	0.0	3.8	-	-	-
