RecordingTime [ms]	Time of Day [h:m:s:ms]	Trial	Stimulus	Export Start Trial Time [ms]	Export End Trial Time [ms]	Participant	Color	Tracking Ratio [%]	Category Group	Category Binocular	Index Binocular	Pupil Diameter Right [mm]	Pupil Diameter Left [mm]	Annotation Name	Annotation Description	Annotation Tags
1773383.0	16:10:07:185	Trial001	4_listen-2-recording.avi	0.0	755079.2	4_listen	DarkGreen	88.2	Eye	Visual Intake	1	3.7	3.7	-	-	-
1773416.9	16:10:07:219	Trial001	4_listen-2-recording.avi	0.0	755079.2	4_listen	DarkGreen	88.2	Eye	Visual Intake	1	3.7	3.7	-	-	-
1773450.4	16:10:07:252	Trial001	4_listen-2-recording.avi	0.0	755079.2	4_listen	DarkGreen	88.2	Eye	Visual Intake	1	3.7	3.7	-	-	-
1773482.8	16:10:07:285	Trial001	4_listen-2-recording.avi	0.0	755079.2	4_listen	DarkGreen	88.2	Eye	Visual Intake	1	3.7	3.7	-	-	-
1773516.0	16:10:07:318	Trial001	4_listen-2-recording.avi	0.0	755079.2	4_listen	DarkGreen	88.2	Eye	Visual Intake	1	3.7	3.7	-	-	-
1773549.3	16:10:07:351	Trial001	4_listen-2-recording.avi	0.0	755079.2	4_listen	DarkGreen	88.2	Eye	Visual Intake	1	3.7	3.7	-	-	-
1773582.6	16:10:07:385	Trial001	4_listen-2-recording.avi	0.0	755079.2	4_listen	DarkGreen	88.2	Eye	Visual Intake	1	3.7	3.7	-	-	-
1773615.7	16:10:07:418	Trial001	4_listen-2-recording.avi	0.0	755079.2	4_listen	DarkGreen	88.2	Eye	Visual Intake	1	3.7	3.7	-	-	-
1773649.1	16:10:07:451	Trial001	4_listen-2-recording.avi	0.0	755079.2	4_listen	DarkGreen	88.2	Eye	-	-	3.7	3.7	-	-	-
1773682.2	16:10:07:484	Trial001	4_listen-2-recording.avi	0.0	755079.2	4_listen	DarkGreen	88.2	Eye	Saccade	1	3.6	3.8	-	-	-
1773716.5	16:10:07:519	Trial001	4_listen-2-recording.avi	0.0	755079.2	4_listen	DarkGreen	88.2	Eye	Saccade	1	3.6	3.7	-	-	-
1773748.8	16:10:07:551	Trial001	4_listen-2-recording.avi	0.0	755079.2	4_listen	DarkGreen	88.2	Eye	Visual Intake	2	3.6	3.7	-	-	-
1773782.2	16:10:07:584	Trial001	4_listen-2-recording.avi	0.0	755079.2	4_listen	DarkGreen	88.2	Eye	Visual Intake	2	3.6	3.6	-	-	-
1773816.0	16:10:07:618	Trial001	4_listen-2-recording.avi	0.0	755079.2	4_listen	DarkGreen	88.2	Eye	Visual Intake	2	3.7	3.6	-	-	-
