RecordingTime [ms]	Time of Day [h:m:s:ms]	Trial	Stimulus	Export Start Trial Time [ms]	Export End Trial Time [ms]	Participant	Color	Tracking Ratio [%]	Category Group	Category Binocular	Index Binocular	Pupil Diameter Right [mm]	Pupil Diameter Left [mm]	Annotation Name	Annotation Description	Annotation Tags
4066431.1	15:27:46:522	Trial001	12_listen-3-recording.avi	0.0	683831.3	12_listen	DarkKhaki	83.6	Eye	Blink	1	0.0	4.5	-	-	-
4066464.5	15:27:46:555	Trial001	12_listen-3-recording.avi	0.0	683831.3	12_listen	DarkKhaki	83.6	Eye	Blink	1	4.0	4.7	-	-	-
4066497.6	15:27:46:589	Trial001	12_listen-3-recording.avi	0.0	683831.3	12_listen	DarkKhaki	83.6	Eye	Blink	1	4.1	4.7	-	-	-
4066530.9	15:27:46:622	Trial001	12_listen-3-recording.avi	0.0	683831.3	12_listen	DarkKhaki	83.6	Eye	Blink	1	4.0	4.7	-	-	-
4066564.2	15:27:46:655	Trial001	12_listen-3-recording.avi	0.0	683831.3	12_listen	DarkKhaki	83.6	Eye	Blink	1	4.1	4.7	-	-	-
4066597.4	15:27:46:688	Trial001	12_listen-3-recording.avi	0.0	683831.3	12_listen	DarkKhaki	83.6	Eye	Visual Intake	1	4.1	4.7	-	-	-
4066630.7	15:27:46:722	Trial001	12_listen-3-recording.avi	0.0	683831.3	12_listen	DarkKhaki	83.6	Eye	Visual Intake	1	4.1	4.6	-	-	-
4066663.9	15:27:46:755	Trial001	12_listen-3-recording.avi	0.0	683831.3	12_listen	DarkKhaki	83.6	Eye	Visual Intake	1	4.1	4.6	-	-	-
4066697.1	15:27:46:788	Trial001	12_listen-3-recording.avi	0.0	683831.3	12_listen	DarkKhaki	83.6	Eye	Visual Intake	1	4.1	4.6	-	-	-
4066730.4	15:27:46:821	Trial001	12_listen-3-recording.avi	0.0	683831.3	12_listen	DarkKhaki	83.6	Eye	Visual Intake	1	4.1	4.6	-	-	-
4066763.6	15:27:46:855	Trial001	12_listen-3-recording.avi	0.0	683831.3	12_listen	DarkKhaki	83.6	Eye	Visual Intake	1	4.0	4.6	-	-	-
4066796.9	15:27:46:888	Trial001	12_listen-3-recording.avi	0.0	683831.3	12_listen	DarkKhaki	83.6	Eye	Visual Intake	1	4.0	4.6	-	-	-
4066830.3	15:27:46:921	Trial001	12_listen-3-recording.avi	0.0	683831.3	12_listen	DarkKhaki	83.6	Eye	Visual Intake	1	3.6	4.6	-	-	-
4066863.4	15:27:46:954	Trial001	12_listen-3-recording.avi	0.0	683831.3	12_listen	DarkKhaki	83.6	Eye	Visual Intake	1	3.7	4.6	-	-	-
4066896.7	15:27:46:988	Trial001	12_listen-3-recording.avi	0.0	683831.3	12_listen	DarkKhaki	83.6	Eye	Visual Intake	1	3.6	4.6	-	-	-
4066930.0	15:27:47:021	Trial001	12_listen-3-recording.avi	0.0	683831.3	12_listen	DarkKhaki	83.6	Eye	Visual Intake	1	3.6	4.6	-	-	-
4066963.1	15:27:47:054	Trial001	12_listen-3-recording.avi	0.0	683831.3	12_listen	DarkKhaki	83.6	Eye	Visual Intake	1	3.6	4.5	-	-	-
4066996.5	15:27:47:087	Trial001	12_listen-3-recording.avi	0.0	683831.3	12_listen	DarkKhaki	83.6	Eye	Visual Intake	1	3.6	4.5	-	-	-
4067029.6	15:27:47:121	Trial001	12_listen-3-recording.avi	0.0	683831.3	12_listen	DarkKhaki	83.6	Eye	Visual Intake	1	3.6	4.6	-	-	-
4067062.9	15:27:47:154	Trial001	12_listen-3-recording.avi	0.0	683831.3	12_listen	DarkKhaki	83.6	Eye	Visual Intake	1	3.6	4.6	-	-	-
4067096.1	15:27:47:187	Trial001	12_listen-3-recording.avi	0.0	683831.3	12_listen	DarkKhaki	83.6	Eye	Visual Intake	1	3.6	4.5	-	-	-
4067129.4	15:27:47:220	Trial001	12_listen-3-recording.avi	0.0	683831.3	12_listen	DarkKhaki	83.6	Eye	Visual Intake	1	3.6	4.5	-	-	-
