RecordingTime [ms]	Time of Day [h:m:s:ms]	Trial	Stimulus	Export Start Trial Time [ms]	Export End Trial Time [ms]	Participant	Color	Tracking Ratio [%]	Category Group	Category Binocular	Index Binocular	Pupil Diameter Right [mm]	Pupil Diameter Left [mm]	Annotation Name	Annotation Description	Annotation Tags
141787.1	12:33:07:600	Trial001	1_listen-1-recording.avi	0.0	785070.2	1_listen	DarkBlue	88.3	Eye	-	-	4.5	4.5	-	-	-
141820.4	12:33:07:633	Trial001	1_listen-1-recording.avi	0.0	785070.2	1_listen	DarkBlue	88.3	Eye	Saccade	1	4.6	4.5	-	-	-
141853.7	12:33:07:667	Trial001	1_listen-1-recording.avi	0.0	785070.2	1_listen	DarkBlue	88.3	Eye	Saccade	1	4.6	4.6	-	-	-
141887.0	12:33:07:700	Trial001	1_listen-1-recording.avi	0.0	785070.2	1_listen	DarkBlue	88.3	Eye	Visual Intake	1	4.6	4.6	-	-	-
141920.1	12:33:07:733	Trial001	1_listen-1-recording.avi	0.0	785070.2	1_listen	DarkBlue	88.3	Eye	Visual Intake	1	4.6	4.6	-	-	-
141953.4	12:33:07:766	Trial001	1_listen-1-recording.avi	0.0	785070.2	1_listen	DarkBlue	88.3	Eye	Visual Intake	1	4.6	4.6	-	-	-
141986.6	12:33:07:800	Trial001	1_listen-1-recording.avi	0.0	785070.2	1_listen	DarkBlue	88.3	Eye	Visual Intake	1	4.5	4.6	-	-	-
142020.0	12:33:07:833	Trial001	1_listen-1-recording.avi	0.0	785070.2	1_listen	DarkBlue	88.3	Eye	Visual Intake	1	4.5	4.6	-	-	-
142053.1	12:33:07:866	Trial001	1_listen-1-recording.avi	0.0	785070.2	1_listen	DarkBlue	88.3	Eye	Visual Intake	1	4.6	4.6	-	-	-
142086.4	12:33:07:899	Trial001	1_listen-1-recording.avi	0.0	785070.2	1_listen	DarkBlue	88.3	Eye	Visual Intake	1	4.5	4.5	-	-	-
142119.7	12:33:07:933	Trial001	1_listen-1-recording.avi	0.0	785070.2	1_listen	DarkBlue	88.3	Eye	Visual Intake	1	4.5	4.5	-	-	-
142152.9	12:33:07:966	Trial001	1_listen-1-recording.avi	0.0	785070.2	1_listen	DarkBlue	88.3	Eye	Saccade	2	4.5	4.5	-	-	-
142186.1	12:33:07:999	Trial001	1_listen-1-recording.avi	0.0	785070.2	1_listen	DarkBlue	88.3	Eye	Saccade	2	4.5	4.5	-	-	-
142219.4	12:33:08:032	Trial001	1_listen-1-recording.avi	0.0	785070.2	1_listen	DarkBlue	88.3	Eye	Visual Intake	2	4.5	4.5	-	-	-
142253.0	12:33:08:066	Trial001	1_listen-1-recording.avi	0.0	785070.2	1_listen	DarkBlue	88.3	Eye	Visual Intake	2	4.6	4.5	-	-	-
142285.9	12:33:08:099	Trial001	1_listen-1-recording.avi	0.0	785070.2	1_listen	DarkBlue	88.3	Eye	Visual Intake	2	4.5	4.5	-	-	-
142319.2	12:33:08:132	Trial001	1_listen-1-recording.avi	0.0	785070.2	1_listen	DarkBlue	88.3	Eye	Blink	1	4.5	4.5	-	-	-
142352.4	12:33:08:165	Trial001	1_listen-1-recording.avi	0.0	785070.2	1_listen	DarkBlue	88.3	Eye	Blink	1	4.5	4.5	-	-	-
142385.6	12:33:08:198	Trial001	1_listen-1-recording.avi	0.0	785070.2	1_listen	DarkBlue	88.3	Eye	Blink	1	4.5	4.5	-	-	-
142419.0	12:33:08:232	Trial001	1_listen-1-recording.avi	0.0	785070.2	1_listen	DarkBlue	88.3	Eye	Blink	1	4.5	4.5	-	-	-
142452.2	12:33:08:265	Trial001	1_listen-1-recording.avi	0.0	785070.2	1_listen	DarkBlue	88.3	Eye	Blink	1	0.0	0.0	-	-	-
142485.4	12:33:08:298	Trial001	1_listen-1-recording.avi	0.0	785070.2	1_listen	DarkBlue	88.3	Eye	Blink	1	0.0	0.0	-	-	-
142518.8	12:33:08:332	Trial001	1_listen-1-recording.avi	0.0	785070.2	1_listen	DarkBlue	88.3	Eye	Blink	1	0.0	0.0	-	-	-
142551.9	12:33:08:365	Trial001	1_listen-1-recording.avi	0.0	785070.2	1_listen	DarkBlue	88.3	Eye	Blink	1	0.0	4.6	-	-	-
